product_id,shop_id,product_name,ingredient,feature,skin_type,capacity,design,brand,expiry,origin
1276,611,ORIGINS 🌿 Sữa rửa mặt Checks and Balances Frothy Face Wash,tinh chất từ lá đong biển và protein từ lúa mạch,"giúp xóa sạch dầu và bụi bẩn, cân bằng độ ẩm cho da","da thường, da khô, da dầu, da hỗn hợp","mini 30 ml, travel 50 ml, fulsize 10 ml, fulsize 150 ml",no box,origins herb,,
1277,445,Sữa rửa mặt tạo bọt Caudalie 150ml hàng Air nội địa Pháp,"chiết xuất từ hạt nho, tinh chất hoa cúc, hoa sauge và thành phần tự nhiên khác","làm sạch sâu, thanh lọc da, se khít lỗ chân lông, cân bằng và làm dịu da, chống oxi hóa và làm chậm quá trình lão hóa","phù hợp với tất cả các loại da, đặc biệt là da dầu thiếu nước",,vòi pump tiện dụng tạo bọt tối đa,sparkles,,pháp
1278,811,Dermarium Goodnight - Gel rửa mặt than hoạt tính,"water, betaine, sodium lauroyl methyl, sodium cocoyl peg-120 methyl glucose, sodium methyl oleoyl taurate, peg-7 glyceryl cocoate, sodium betaine, charcoal powder, urea, papain, disodium edta, lactic acid","tẩy trang, làm sạch da, làm sáng, làm mềm da",,,chai đựng màu đen tuyền,god night,,
1279,812,Bigsize - Sữa rửa mặt nghệ Hưng Yên Cocoon giúp da sạch mịn và rạng rỡ 310ml thuần chay,"disodium cocoyl potasium laureth, sodium lactic acid, peg 120 methyl glucose, cetearyl alcohol, curcuma longa rot extract, glycolic acid, daucus carota sativa carot rot extract, betaine, cocoyl methyl xanthan gum, glycine soja oil, sodium globulus leaf oil, potasium sorbate","làm sạch bụi bẩn và tế bào da chết, cải thiện bề mặt da, cung cấp độ ẩm và làm mềm da giúp da trở nên mịn màng đều màu tươi sáng rạng rỡ, giữ độ ẩm tự nhiên của da và không gây khô da sau khi sử dụng",,310 ml,dạng sữa màu vàng nhạt,cocon,3 năm kể từ nsx,việt nam
1280,813,(Mẫu mới) Sữa Rửa Mặt Thảo Mộc Botanical marche 120g chuẩn nội địa nhật bản,"chiết xuất từ 14 loại thực vật, đất sét thông thoáng và se nhỏ lỗ chân lông","làm sạch da, chống oxy hóa, chống viêm và kháng khuẩn","da thường đến da nhờn, da mụn đầu đen và lỗ chân lông",120g,,meisu,,
1281,488,Sữa rửa mặt dành cho da mụn Senka perfect whip acne care 100g sạch sâu giảm Mụn,"bọt tơ tằm trắng, acid, chiết xuất hoa cúc","giúp làm sạch bụi bẩn bã nhờn tế bào da chết, giảm nhờn bóng dầu, bảo vệ da trước những tác nhân gây mụn, cung cấp độ ẩm cho làn da sạch thoáng ẩm mịn sáng rạng rỡ, ngăn chặn tình trạng mụn do bít tắt lỗ chân lông, kích thích quá trình tái tạo tế bào da mới mịn màng và rạng rỡ hơn",dành cho da mụn,10g,bao bì thay đổi theo đợt nhập hàng,senka,3 năm kể từ ngày sản xuất,nhật bản
1282,814,Sữa rửa mặt làm sạch Nacific Fresh Herb Origin Cleansing Foam Calendula 150ml,"chiết xuất hoa cúc, keo ông, sodium, các hoạt chất azulene","làm sạch toàn diện, làm dịu hiệu quả đối với làn da đang chịu kích ứng, cân bằng và làm dịu làn da","dành cho làn da dầu và hỗn hợp thiên dầu, phù hợp mọi loại da đặc biệt là da dầu và hỗn hợp da thiên dầu, không dành cho những làn da lỗ chân lông to",,,nacific fresh herb,hsd 3 năm kể từ nsx,hàn quốc
1283,11,Sữa Rửa Mặt Mediheal Cleansing Foam 170ml,"n m f, natural sodium, nước cây phỉ, chiết xuất rau sam, tràm trà tea tre leaf, than hoạt tính, colagen","dưỡng ẩm, cấp nước, kiểm soát lượng dầu, se lỗ chân lông, giảm viêm nhiễm, tiêu độc, làm sạch sâu, kiềm dầu, hỗ trợ phục hồi và tái tạo da, gia tăng độ đàn hồi, nâng cơ mặt, cải thiện tình trạng chảy xệ, làm mờ vết nhăn, nuôi dưỡng và bảo vệ da, ngăn ngừa quá trình lão hóa",phù hợp với nhiều loại da,170 ml,,mediheal,3 năm kể từ ngày sản xuất,hàn quốc
1284,815,Sữa Rửa Mặt Tạo Bọt Chiết Suất Thiên NHiên Graymelin Crazy Foam Cleanser 500ml,nấm men đậu nành quế hoàn cầm lá tuyết tùng rau sam vỏ cây liễu trắng than hoạt tính tinh dầu olive rau má tinh dầu maca trà xanh nha đam rượu vang,"giúp tăng cường khả năng làm sạch da mà không khô căng đem đến làn da mềm mượt ẩm mịn và cân bằng tình trạng thiếu ẩm thừa dầu trên da, giảm kích ứng đỏ da, bảo vệ và phục hồi vùng da yếu nhạy cảm, làm trắng da và ngăn chặn sự hình thành đốm nâu tàn nhang",,50 ml,,crazy foam cleanser,centela 8/8/2024,hàn quốc
1285,260,Sữa rửa mặt Neutrogena deep clean làm sạch sâu 100ml/ 150ml - Từ Hảo,hydroxy acid,"làm sạch sâu, loại bỏ tế bào chết",,,,dep clean,24 tháng kể từ ngày sản xuất,thái lan
1286,31,Sữa rửa mặt cho da nhạy cảm Vanicream Gentle Facial Cleanser for Sensitive Skin,chỉ chứa một vài thành phần làm sạch cơ bản và không hề chứa parapen chất tạo màu tạo mùi,dịu nhẹ phù hợp với mọi loại da kể cả làn da nhạy cảm,phù hợp với mọi loại da kể cả làn da nhạy cảm,237 ml,,enpi,,usa
1287,816,SỮA RỬA MẶT FRESH SOY FACE CLEANSER,"đậu nành, nước hoa hồng, dưa leo, dầu hoa hồng, dầu hạt hướng dương, lá lô hội, rễ nhân sâm","cung cấp độ ẩm, duy trì độ đàn hồi, làm săn chắc da, dịu nhẹ, không gây kích ứng da vùng mắt",mẫn cảm,,dạng gel creme,fresh,,usa
1288,25,"Gel rửa mặt Dr.G PH Cleansing Gel Foam, Dr.G pH Cleansing R.E.D Blemish Clear Soothing Foam",3 loại lợi khuẩn bifida ferment lysate,giúp làm mềm da duy trì độ ph trên da và giảm kích ứng tối đa chăm sóc hàng rào bảo vệ da với phức hợp filagrin và thực vật công thức đặc biệt tạo bọt mịn hạn chế lực tác ma sát với da không gây tổn thương ở các vùng da nhạy cảm,mọi loại da kể cả da nhạy cảm,20 ml,tạo bọt mịn,dr g,xem trên bao bì,hàn quốc
1289,817,Sữa Rửa Mặt Dịu Nhẹ Comfort Zone Essential Milk,betain,"loại bỏ toàn bộ tạp chất và lớp trang điểm, cân bằng và khôi phục độ sáng tự nhiên của làn da",mọi loại da,,,,,
1290,818,Sữa Rửa Mặt Eucerin Facial Cleanser PH5 Sensitive Skin Cho Da Nhạy Cảm Khô Thường - Thi Vũ,"sodium, citrate bufer","làm sạch sâu, dịu nhẹ, không làm khô da, cân bằng độ ph cho da, cải thiện tình trạng nhạy cảm",da nhạy cảm,40 ml,,eucerin,,thương hiệu đức
1291,819,FIRST AID BEAUTY - [CÓ TÁCH LẺ] Bộ Hotsy Totsy (Kem Dưỡng + Sữa Rửa Mặt),,"cứu cánh cho các loại da nhưng người có làn da nhạy cảm, đều liệu pháp cho da khô, eczema, ngứa, khô bong tróc, kiểm soát dầu, mụn",mọi loại da,,,first aid beauty,,
1292,820,Sữa rửa mặt đông y,,không chỉ làm sạch sâu da  bã nhờn  sklỗ chân lông cực kì best cho những làn da nhạy cảm nhất tẩy được da chết giúp da căng bóng mịn mướt giúp khô nhanh còi mụn và bật tone siêu siêu an toàn,,,,,,
1293,664,Sữa rửa mặt SVR sebiaclear gel moussant,,"khả năng làm sạch sâu đến từng lỗ chân lông, giúp da sạch thoáng và ngăn ngừa hình thành mụn, điều tiết bã nhờn giúp cân bằng làn da, dưỡng ẩm tốt không làm da khô căng, cải thiện tình trạng mụn ẩn, vết thâm mụn sau khi sử dụng một thời gian",,dung tích 40 ml,,,,xuất xứ pháp
1294,821,Sữa Rửa Mặt vị Đào Bioaqua 100g - Chính Hãng,,"giải quyết tất cả các vấn đề về da mụn nám, dịu mụn sưng đỏ, hạn chế mụn mọc trở lại, chống nhờn, cân bằng độ ẩm trên da, làm mờ các vết thâm do mụn gây ra, làm sạch da nhẹ nhàng nhưng hiệu quả","phù hợp với những làn da da dầu, da hỗn hợp, da mụn và da nhạy cảm dễ bị mụn",10 gr,,bioaqua,,
1295,822,Sữa Rửa Mặt 💕𝑭𝒓𝒆𝒆𝒔𝒉𝒊𝒑💕 SỮA RỬA MẶT TRÀ XANH Innisfree Green Tea Cleansing Foam 150ML- Mẫu Mới,"chiết xuất trà xanh, kaolin","làm sạch da, ngăn ngừa và giảm mụn hiệu quả, cung cấp độ ẩm cho da, chống oxi hóa, bảo vệ da",,150 ml,mẫu mới,inisfre,,hàn quốc
1296,311,[Mã BMLT30 giảm đến 30K đơn 299K] Sữa rửa mặt sáng da và dưỡng ẩm Truesky Glutathione Cleanser chiết xuất sữa dê 50g,"chiết xuất sữa dê, ascorbic acid (vitamin c)","đào thải chất độc hại gốc tự do, ngăn ngừa lão hóa, ức chế sự hoạt động của melanin, cải thiện các vùng da bị sạm nám và tàn nhang, chống lão hóa",phù hợp với mọi loại da,50g,,truesky,3 năm kể từ ngày sản xuất (nsx xem trên bao bì sản phẩm),
1297,425,Sữa Rửa Mặt Rau Củ Quả Thải Độc Làm Sạch Tẩy Trang Super Vegitoks Cleanser Xanh Đỏ Tím 300ml [NHẬP KHẨU CHÍNH HÃNG],chiết xuất từ rau củ,3 trong 1 tẩy trang rửa mặt mặt nạ thải độc,,dung tích lớn,vòi phun tiện lợi,herb,,
1298,823,Sữa Rửa Mặt Cosrx Low pH Good Morning Gel Cleanser Hàn Quốc 150ml,đo ph li tu o ng o khoa ng 5 0 6 0 giu p la m sa ch da hie u qua ma kho ng he ga y kho ca ng thi ch ho p cho cho mo i loa i da ke ca da nha y ca m nha t hay ca nhu ng da đang bi m ụ n vie m su ng đo cu c an toa n va la nh ti nh tp co chu a bha giu p ta y tbc nhe la m sa ch ba nho n bu i ba n tu sa u trong lcl chie t xua t tra m tra giu p kie m da u kha ng khua n ho tro đie u tri m ụ n,loại bỏ các chất gây viêm nhiễm bên trong lỗ chân lông và kiểm soát sự tiết bã nhờn ngăn ngừa làn da bị mất nước và trở nên mềm mịn sạch thoáng tăng cường khả năng cấp nước và cấp ẩm để da luôn căng bóng mịn màng phù hợp cho da mụn và da nhạy cảm mang tới làn da trắng sáng và khỏe mạnh,phù hợp cho da mụn và da nhạy cảm,,,,,
1299,104,[Có sẵn loại 100ml] Sữa rửa mặt Mediheal cleansing foam 170ml - MDH001,"0': 'than hoạt tính, kẽm sulfate, 1': 'colagen từ biển sâu, 2': 'chiết xuất từ tinh dầu cây trà và cây rau sam, 3': 'chiết xuất từ cây phỉ","0': 'kiềm dầu, làm sạch da, lấy đi mụn, 1': 'nuôi dưỡng và cung cấp độ ẩm, nâng cơ mặt, 2': 'làm sạch da mụn, làm nhẹ nhàng, 3': 'dưỡng ẩm và cấp nước, kiểm soát bã nhờn","0': 'không có thông tin, 1': 'sắp và đang lão hóa, 2': 'mụn da nhạy cảm và bị kích ứng, 3': 'da khô","0': 'không có thông tin, 1': 'không có thông tin, 2': 'không có thông tin, 3': 'không có thông tin","0': 'không có thông tin, 1': 'không có thông tin, 2': 'dạng gel mềm nhẹ nhàng, 3': 'không có thông tin","0': 'mediheal, 1': 'mediheal, 2': 'không có thông tin, 3': 'không có thông tin","0': 'không có thông tin, 1': 'không có thông tin, 2': 'không có thông tin, 3': 'không có thông tin","0': 'không có thông tin, 1': 'không có thông tin, 2': 'không có thông tin, 3': 'không có thông tin"
1300,824,[Hàng mới về] Sữa rửa mặt LAIKOU làm sạch sâu dưỡng ẩm làm trắng và săn chắc da 50g,chiết xuất hoa prunus và các thành phần dịu nhẹ,"làm sạch sâu, loại bỏ bụi bẩn dầu mỡ và tế bào chết trên da, làm sáng da và làm chậm các dấu hiệu sớm của lão hóa da",,khối lượng tịnh 50g,,,3 năm,
1301,49,Sữa rửa mặt trà xanh 150ml,"chiết xuất từ trà xanh tự nhiên, các thành phần chống oxi hóa","làm sạch bụi bẩn và các tạp chất trên da, hút nhờn và ngăn ngừa nám mụn, giúp dưỡng trắng da hồng tự nhiên",dành cho mọi loại da,180 ml,,,,
1302,239,"Sữa Rửa Mặt Làm Giảm, Ngăn Ngừa Mụn Some By Mi AHA-BHA-PHA 30 Days Miracle Acne Clear Foam 100ml",80 chiết xuất centela asiatica và các hoạt chất khác,"cải thiện sự xuất hiện của các vết sưng tấy, cung cấp hydrat hóa và dinh dưỡng cho da, bảo vệ da chống lại các chất kích thích bên ngoài, giúp da lấy lại sự khỏe mạnh và thông thoáng hơn, giảm thâm sẹo mụn, nuôi dưỡng da căng mịn ẩm mượt",có vấn đề,10 ml,,some by mi,hsd 3 năm kể từ ngày sản xuất,hàn quốc
1303,825,Sữa Rửa Mặt 80g Hada Labo Dưỡng Ẩm Tối Ưu Advanced Nourish Hyaluron Cleanser Chính Hãng.,,"bổ sung độ ẩm cho da, loại bỏ bụi bẩn và bã nhờn sâu trong lỗ chân lông giúp da sạch thoáng dễ chịu",mọi loại da,80 g,chai nhựa,hada labo,,việt nam
1304,826,Sữa Rửa Mặt ST.IVES Tẩy Tế Bào Chết 170g (nhiều mùi hương) - Minpharmacy,"chiết xuất từ trà xanh, acid, quả mơ, yến mạch, dừa và hạt cà phê","tẩy tế bào chết, loại bỏ bụi bẩn, vi khuẩn và những tế bào chết dư thừa, thanh lọc da, giúp phục hồi mềm mịn và tươi trẻ, ngăn ngừa mụn, tăng cường dưỡng chất cho da","phù hợp với mọi loại da, đặc biệt là da nhờn dầu và có mụn đầu đen",170g,"chất kem nhẹ, trong suốt, hộp nhỏ tiện lợi, dễ sử dụng",st ives,12 tháng,mỹ được nhập khẩu bởi dksh việt nam
1305,97,Sữa rửa mặt Hồng sâm Hàn Quốc My Gold,"hồng sâm, các chất làm sạch da","giúp loại bỏ những chất có thải tẩy sạch bã nhờn và làm thoáng lỗ chân lông, cung cấp các dưỡng chất làm tăng sắc tố cho da, trẻ hóa các tế bào, tác dụng giữ ẩm hiệu quả, duy trì sự đàn hồi cho làn da mịn màng tươi sáng và trắng hồng tự nhiên, ngăn ngừa mụn cám tàn nhang, giúp da luôn mềm mại mà không thô ráp, tạo lớp màng bảo vệ ngăn chặn những tác hại của môi trường lên da",,,,blossom,,
1306,827,[Mã BMLTA50 giảm đến 50K đơn 99K] Sữa Rửa Mặt Trắng Da Ngừa Mụn KN Beauty Hydrating Cleansing Milk 100ml,"chiết xuất từ cây lô hội, sữa dê, ngọc trai, trà xanh, nhiều loại vitamin","làm sạch lỗ chân lông, ngăn ngừa mụn, làm trắng da, nuôi dưỡng và kích thích sản sinh tế bào mới, trẻ hóa da",,10 ml,,kn beauty,3 năm kể từ ngày sản xuất (nsx in trên bao bì sản phẩm),
1307,828,Sữa Rửa Mặt BABE Giảm Dầu Mụn Stop AKN Purifying Cleansing Gel,iris 2 axit 0 20 kẽm pca 0 02,giúp loại bỏ tạp chất và giúp kiểm soát lượng bã nhờn dư thừa và độ bóng dầu của khuôn mặt nhẹ nhàng làm sạch nhờ công thức syndet,dành cho da nhờn da dễ bị mụn trứng cá,,,,,
1308,829,Sữa rửa mặt ý dĩ  Hatomugi Acne care & facial washing 130g Nhật Bản - ngăn ngừa mụn dưỡng ẩm và sáng da,hạt ý dĩ của nhật,"làm sạch da, loại bỏ bụi bẩn dầu thừa ẩn sâu trong lỗ chân lông, hỗ trợ cải thiện giảm mụn",,,,,,nhật bản
1309,177,Eucerin Eucerin Sữa tắm và rửa mặt cho da nhạy cảm pH5 200ml,"aqua, sodium myreth sulfate, lauryl glucoside, citric acid, peg-40 hydrogenated castor oil, peg-200 hydrogenated glyceryl palmate, sodium benzoate, sodium salicylate, perfume","làm sạch nhẹ nhàng làn da nhạy cảm, giúp phục hồi và ổn định ph lý tưởng, giúp bảo vệ tự nhiên trước tác động của môi trường, cải thiện làn da khô, dễ bị tổn thương chỉ sau một tuần sử dụng, phù hợp với làn da nhạy cảm của bé từ 3 tháng tuổi",nhạy cảm,20 ml,"chai nhỏ, tiện lợi mang theo khi đi du lịch hoặc dã ngoại",eucerin ph5,,"thương hiệu sản phẩm của bdf ag hamburg đức, sản xuất tại thái lan"
1310,116,Sữa rửa mặt dịu nhẹ Adaphil - Chai 125ml,,"cao cấp, không giống như xà phòng, không chứa kiềm, không chứa hương liệu, không tạo nhân trứng cá, thích hợp cho cả da nhờn, da khô và đặc biệt cho làn da mỏng manh nhạy cảm của trẻ sơ sinh và trẻ nhỏ",,,,,3 năm,
1311,742,Combo Sữa rửa mặt và tẩy da chết sữa gạo Benew Brown Rice Brightening 160ml/ Hộp ( HƯƠNG NGẪU NHIÊN),chiết xuất từ mầm gạo lúa mạch kết hợp với dầu thực vật bambusa vulgaris và oleracea,giúp làm sạch hoàn toàn lớp dầu thừa lớp tế bào chết bã nhờn và bụi bẩn trên da đồng thời ngăn ngừa quá trình hình thành mụn cám mụn đầu đen trên da các vitamin từ mầm lúa mạch giúp làm sáng da tăng độ đàn hồi chống nhăn,tất cả các loại da đặc biệt là da dầu nhờn xạm đen hoặc khô ráp,160ml,,benew,2 3 năm,hàn quốc
1312,830,(CHÍNH HÃNG) Gel Rửa Mặt Giảm Nhờn & Ngăn Ngừa Mụn Isis Pharma Teen Derm Gel Pháp 150ml,,"loại bỏ bụi bẩn bã nhờn sâu trong lỗ chân lông, làm giảm sự bài tiết bã nhờn, làm mịn da, giảm mụn trứng cá, cân bằng độ ph cho da, dưỡng ẩm da",dầu nhờn,,,isis pharma,,pháp
